"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
10378,"","JITOMATE",115.586610,672201.566728,2296668.414497,672246.438408,2296774.935841,672224.002568,2296721.675169
10379,"","FRIJOL",82.319135,672326.686728,2296674.627617,672363.529224,2296748.241953,672345.107976,2296711.434785
10380,"","PASEO DE LOS PERONES",1.121500,672088.556680,2296614.467873,672087.690760,2296613.755169,672088.123720,2296614.111521
10381,"","PASEO DE LOS PIRULES",70.617568,672048.191880,2296647.971233,672095.896328,2296700.039713,672072.044104,2296674.005473
10382,"","BETABEL",125.312153,672259.687176,2296650.568737,672318.181640,2296761.390113,672288.856008,2296706.021087
10383,"","PASEO DE LOS CEDROS",46.792389,671427.640967,2296936.864417,671386.909703,2296959.896353,671407.270849,2296948.372220
10384,"","PASEO DE LOS CEDROS",50.883891,671472.478215,2296912.813729,671427.640967,2296936.864417,671450.092193,2296924.896332
10385,"","CRUCESILLAS PASEO DE LAS",179.551368,671577.539719,2296979.643041,671476.744839,2296831.054241,671527.205182,2296905.306697
10386,"","CRUCESILLAS PASEO DE LAS",198.426084,671607.421703,2297022.977313,671607.421703,2297021.715745,671661.652046,2297104.521968
10387,"","PASEO DE LOS MANZANOS",184.256735,671534.879495,2297005.437089,671430.612615,2296853.528993,671482.854442,2296929.413297
10388,"","PASEO DE LOS GUAYABOS",179.696491,671387.437575,2296876.595105,671490.011399,2297024.139809,671438.724487,2296950.367457
10389,"","PASEO DE LOS ALMENDROS",98.815342,671386.845319,2296960.282401,671441.676935,2297042.489249,671414.261127,2297001.385825
10390,"","PASEO DE LOS CEREZOS",79.619362,671392.431751,2297061.954465,671349.361543,2296995.041313,671371.124698,2297028.340835
10391,"","PASEO DE LOS OCOTES",48.758496,671534.879495,2297005.437089,671490.011399,2297024.139809,671512.705338,2297015.243585
10392,"","PASEO DE LOS OCOTES",49.866072,671577.539719,2296979.643041,671534.879495,2297005.437089,671556.115124,2296992.396199
10393,"","PASEO DE LOS OCOTES",12.102953,671619.460231,2296952.598177,671629.597959,2296945.986977,671624.529095,2296949.292577
10394,"","PASEO DE LOS CIRUELOS",7.354602,671485.595527,2297413.286945,671492.775175,2297411.692321,671489.185351,2297412.489633
10395,"","PASEO DE LOS CIRUELOS",67.994724,671419.218439,2297428.030241,671485.595527,2297413.286945,671452.406983,2297420.658593
10396,"","PASEO DE LOS CIRUELOS",64.876222,671556.395527,2297399.002145,671492.775175,2297411.692321,671524.561048,2297405.230868
10397,"","PASEO DE LOS CIRUELOS",4.852287,671561.136391,2297397.973281,671556.395527,2297399.002145,671558.755539,2297398.439883
10398,"","PASEO DE LAS BUGAMBILIAS",45.743390,671506.259335,2297080.637601,671546.620551,2297059.110177,671526.439943,2297069.873889
10399,"","PASEO DE LAS BUGAMBILIAS",51.659998,671607.421703,2297022.977313,671563.755527,2297050.433441,671585.821933,2297037.142015
10400,"","PASEO DE LAS BUGAMBILIAS",19.220413,671546.620551,2297059.110177,671563.755527,2297050.433441,671555.100039,2297054.587528
10401,"","PASEO DE LOS GUAYABOS",47.264129,671499.350151,2297118.738849,671506.259335,2297080.637601,671494.065684,2297095.705202
10402,"","PASEO DELOS ALMENDROS",183.056423,671537.001735,2297335.856033,671588.759431,2297511.427873,671563.699282,2297423.397183
10403,"","PASEO DE LOS MANZANOS",65.225698,671471.011719,2297348.450977,671485.595527,2297412.025377,671478.303623,2297380.238177
10404,"","PASEO DE LOS GUAYABOS",164.535197,671641.841415,2297482.134177,671602.841735,2297323.296033,671624.649976,2297402.614916
10405,"","PASEO DE LOS CIRUELOS",59.463989,671561.136391,2297397.973281,671619.492359,2297386.547617,671590.313351,2297392.255193
10406,"","PASEO DE LOS OCOTES",49.891830,671577.539719,2296979.643041,671619.460231,2296952.598177,671598.564821,2296966.224641
10407,"","PEÑA GUSTAVO",50.851822,672308.781192,2295579.860768,672315.736072,2295630.225696,672312.428334,2295605.015860
10408,"","PEÑA GUSTAVO",52.937080,672282.771592,2295436.012064,672293.673480,2295487.503520,672289.358863,2295461.389008
10409,"","PEÑA GUSTAVO",43.142533,672244.685704,2295386.644255,672213.945096,2295356.373919,672229.315400,2295371.509087
10410,"","PEÑA GUSTAVO",11.696300,672244.685704,2295386.644255,672253.699592,2295394.014751,672248.852769,2295390.747478
10411,"","PEÑA GUSTAVO",29.148277,672196.562440,2295339.166239,672175.945352,2295318.561439,672186.253896,2295328.863839
10412,"","SAN FELIPE",140.172944,672332.556680,2295282.724511,672213.945096,2295356.373919,672272.399465,2295317.706099
10413,"","SAN RAYMUNDO",18.280234,672296.729608,2295200.238111,672290.248456,2295183.145375,672293.489032,2295191.691743
10414,"","SAN RAYMUNDO",51.796736,672332.556680,2295282.724511,672354.302600,2295329.735327,672343.429640,2295306.229919
10415,"","SAN RAYMUNDO",55.605343,672309.211656,2295232.257055,672332.556680,2295282.724511,672320.884168,2295257.490783
10416,"","SAN RAYMUNDO",57.384028,672354.302600,2295329.735327,672378.394376,2295381.817119,672366.348488,2295355.776223
10417,"","SAN RAYMUNDO",34.375717,672296.729608,2295200.238111,672309.211656,2295232.257055,672302.823405,2295216.309456
10418,"","SAN JULIAN",158.771390,672175.945352,2295318.561439,672309.211656,2295232.257055,672242.578504,2295275.409247
10419,"","SAN PABLO",120.173160,672354.302600,2295329.735327,672253.699592,2295394.014751,672303.122272,2295359.841724
10420,"","SAN JULIAN",84.748593,672084.823816,2295339.974175,672156.293384,2295294.428319,672120.558600,2295317.201247
10421,"","SAN FELIPE",95.657082,672115.013128,2295389.166111,672196.562440,2295339.166239,672155.787784,2295364.166175
10422,"","SAN PABLO",111.763593,672244.685704,2295386.644255,672149.797640,2295445.693856,672197.185185,2295416.080219
10423,"","SOLIDARIDAD",134.738638,672308.781192,2295579.860768,672442.475144,2295563.114784,672375.628168,2295571.487776
10424,"","PEÑA GUSTAVO",35.463640,672109.151112,2295237.526943,672091.859336,2295206.564639,672100.505224,2295222.045791
10425,"","PEÑA GUSTAVO",74.159587,672109.151112,2295237.526943,672156.293384,2295294.428319,672131.083689,2295267.252077
10426,"","PEÑA GUSTAVO",31.178637,672175.945352,2295318.561439,672156.293384,2295294.428319,672166.617385,2295306.077697
10427,"","PEÑA GUSTAVO",24.459528,672213.945096,2295356.373919,672196.562440,2295339.166239,672205.230874,2295347.793157
10428,"","PEÑA GUSTAVO",51.327432,672282.771592,2295436.012064,672253.699592,2295394.014751,672269.283443,2295414.285814
10429,"","PEÑA GUSTAVO",85.514067,672369.436680,2295447.847584,672293.673480,2295487.503520,672331.555080,2295467.675552
10430,"","SANABRIA LUGARDO",114.125841,672299.014024,2295519.827360,672192.133768,2295552.175648,672242.574412,2295528.215375
10431,"","SANABRIA LUGARDO",145.296174,672068.308744,2295627.266208,672192.133768,2295552.175648,672132.308531,2295593.379892
10432,"","SAN VICENTE",74.899230,672109.151112,2295237.526943,672053.128328,2295286.993183,672081.444380,2295262.720207
10433,"","SAN JOSE",52.660980,672182.502536,2295500.697632,672192.133768,2295552.175648,672188.350484,2295526.118756
10434,"","SAN JOSE",96.705629,672206.305928,2295647.819936,672192.133768,2295552.175648,672198.699420,2295600.080625
10435,"","SAN JOSE",112.466669,672215.448968,2295758.908960,672206.305928,2295647.819936,672215.431802,2295703.301549
10436,"","LLAMAS MA. PERFECTA",127.440964,672441.631624,2295610.613152,672315.736072,2295630.225696,672378.660791,2295620.339051
10437,"","SAN PEDRO",145.045032,672057.961608,2295574.744864,672182.502536,2295500.697632,672121.163045,2295539.387747
10438,"","MARTINEZ MARIA INES",18.161580,672080.344712,2295685.754912,672076.688264,2295667.965216,672078.519754,2295676.859392
10439,"","MARTINEZ MARIA INES",113.204818,672127.446280,2295905.657888,672102.792584,2295795.171488,672115.048636,2295850.429895
10440,"","PEÑA GUSTAVO",120.307681,672315.736072,2295630.225696,672334.461192,2295749.036960,672324.164483,2295689.779402
10441,"","LLAMAS MA. PERFECTA",74.897609,671787.814535,2295743.365536,671861.649415,2295730.793248,671824.731975,2295737.079392
10442,"","LLAMAS MA. PERFECTA",29.303117,671890.312199,2295724.700832,671861.649415,2295730.793248,671875.980807,2295727.747040
10443,"","AGUA ZARCA",47.670007,671776.092423,2295254.876831,671728.944903,2295261.887391,671752.496735,2295258.245942
10444,"","LLAMAS MA. PERFECTA",111.960009,671970.556807,2295707.701664,672080.344712,2295685.754912,672025.450760,2295696.728288
10445,"","COLON",13.183159,672147.694600,2294710.592927,672142.031368,2294698.688159,672144.862984,2294704.640543
10446,"","SALTILLO A",15.607368,672154.399112,2294724.686879,672147.694600,2294710.592927,672151.046856,2294717.639903
10447,"","SALTILLO A",0.385435,672154.564744,2294725.034911,672154.399112,2294724.686879,672154.481928,2294724.860895
10448,"","SALTILLO A",83.302291,672190.349576,2294800.259359,672154.564744,2294725.034911,672172.457160,2294762.647135
10449,"","SALTILLO A",12.685906,672195.799176,2294811.715103,672190.349576,2294800.259359,672193.074376,2294805.987231
10450,"","SALGADO ABEL",36.139876,672108.528136,2294894.808351,672087.128840,2294923.931551,672097.828488,2294909.369951
10451,"","AGUA FRIA",29.022554,672278.513288,2294761.663135,672306.218632,2294753.018911,672292.365960,2294757.341023
10452,"","AGUA FRIA",54.340522,672335.214600,2294744.047775,672387.209608,2294728.255007,672361.212104,2294736.151391
10453,"","AGUA FRIA",30.352245,672335.214600,2294744.047775,672306.218632,2294753.018911,672320.705966,2294748.498751
10454,"","QUINTANA ROO",80.256693,672406.362120,2294786.511135,672329.632904,2294810.036383,672367.983524,2294798.224774
10455,"","LOPEZ RAYON IGNACIO",77.679208,672353.745416,2294865.537311,672427.397000,2294840.849183,672390.571208,2294853.193247
10456,"","VICARIO LEONA",47.468083,672353.745416,2294865.537311,672373.862792,2294908.531615,672363.804104,2294887.034463
10457,"","JIMENEZ MARIANO",6.369457,672429.120520,2294846.981023,672427.397000,2294840.849183,672428.258760,2294843.915103
10458,"","JIMENEZ MARIANO",61.348570,672387.209608,2294728.255007,672406.362120,2294786.511135,672396.430201,2294757.510600
10459,"","BRAGA",96.072400,672300.283784,2294654.656671,672335.214600,2294744.047775,672319.113353,2294698.790439
10460,"","MADRID",57.592545,672349.449224,2294631.513631,672402.364424,2294608.806175,672375.749566,2294619.800475
10461,"","MADRID",54.341283,672300.283784,2294654.656671,672349.449224,2294631.513631,672324.789452,2294642.921425
10462,"","MADRID",35.261106,672435.058696,2294595.600415,672402.364424,2294608.806175,672418.685651,2294602.139513
10463,"","BARCELONA",111.536298,672444.853768,2294711.932319,672402.364424,2294608.806175,672423.609096,2294660.369247
10464,"","ESPAÑA",35.396338,672407.116680,2294529.037599,672420.817288,2294561.674911,672413.966984,2294545.356255
10465,"","BARCELONA",133.306184,672191.658504,2294531.030431,672319.819016,2294503.906591,672255.857819,2294513.111653
10466,"","ESPAÑA",36.793444,672420.817288,2294561.674911,672435.058696,2294595.600415,672427.937992,2294578.637663
10467,"","BARCELONA",50.965048,672360.957320,2294533.991071,672319.819016,2294503.906591,672340.387817,2294518.949309
10468,"","BARCELONA",86.817666,672402.364424,2294608.806175,672360.957320,2294533.991071,672386.531977,2294568.411907
10469,"","SEVILLA",104.895047,672360.957320,2294533.991071,672281.193096,2294602.113311,672321.075208,2294568.052191
10470,"","SEVILLA",144.184086,672484.894216,2294450.721695,672365.101576,2294530.636831,672423.049436,2294487.768772
10471,"","BILBAO",103.865461,672349.449224,2294631.513631,672387.209608,2294728.255007,672368.569282,2294679.798534
10472,"","VICARIO LEONA",86.919087,672278.513288,2294760.401567,672242.357768,2294681.359135,672260.435512,2294720.880358
10473,"","MADRID",97.501692,672242.357768,2294682.620703,672154.564744,2294725.034911,672198.461256,2294703.827807
10474,"","MADRID",64.322735,672300.283784,2294654.656671,672242.357768,2294682.620703,672271.316651,2294668.630111
10475,"","BRAGA",106.641415,672281.193096,2294602.113311,672319.819016,2294503.906591,672298.333863,2294552.707063
10476,"","BRAGA",55.943590,672300.283784,2294654.656671,672281.193096,2294602.113311,672290.335402,2294628.548884
10477,"","JIMENEZ MARIANO",58.302635,672427.397000,2294840.849183,672406.362120,2294786.511135,672417.229571,2294813.561048
10478,"","VICARIO LEONA",61.637815,672329.632904,2294810.036383,672306.218632,2294753.018911,672317.925768,2294781.527647
10479,"","VICARIO LEONA",60.529521,672353.745416,2294865.537311,672329.632904,2294810.036383,672341.129507,2294838.032523
10480,"","AGUA FRIA",59.946396,672387.209608,2294728.255007,672444.853768,2294711.932319,672415.889017,2294719.543860
10481,"","AGUA FRIA",97.410961,672278.513288,2294761.663135,672195.799176,2294811.715103,672235.400666,2294783.361164
10482,"","SALGADO ABEL",210.716800,672252.129416,2295054.990239,672087.128840,2294923.931551,672169.629128,2294989.460895
10483,"","MAZA DE JUAREZ MARGARITA",12.741364,672218.346888,2294446.494111,672229.918472,2294451.827103,672224.132680,2294449.160607
10484,"","SALTILLO A",88.341093,672191.658504,2294531.030431,672229.918472,2294451.827103,672208.343357,2294490.263308
10485,"","SALTILLO A",184.905003,672147.694600,2294710.592927,672191.658504,2294531.030431,672168.495447,2294620.510799
10486,"","CARDENAS LAZARO",139.729817,672086.272392,2294492.109343,672218.346888,2294446.494111,672152.309640,2294469.301727
10487,"","OPALO",89.008664,672154.043656,2294725.118239,672067.348104,2294744.062623,672110.085239,2294732.064752
10488,"","LOMA BONITA",61.399198,672108.528136,2294894.808351,672058.559240,2294859.129631,672083.543688,2294876.968991
10489,"","SALGADO ABEL",125.037034,672190.349576,2294800.259359,672108.528136,2294894.808351,672149.438856,2294847.533855
10490,"","CARRIZAL",0.558945,672154.043656,2294725.118239,672154.399112,2294724.686879,672154.221384,2294724.902559
10491,"","CARRIZAL",164.781598,672154.043656,2294725.118239,672058.559240,2294859.129631,672104.061883,2294790.508857
10492,"","SALTILLO A",241.425558,672195.799176,2294811.715103,672348.758408,2294993.099679,672256.937600,2294915.466654
10493,"","SALTILLO A",60.978716,672398.557704,2295028.288671,672348.758408,2294993.099679,672373.547585,2295010.850354
10494,"","SALTILLO A",65.251156,672448.709128,2295069.844127,672398.557704,2295028.288671,672424.536228,2295047.932960
10495,"","PASEO DE LAS CAOBAS",52.496823,671664.532359,2294426.947743,671716.358023,2294418.580127,671690.445191,2294422.763935
10496,"","CARDENAS LAZARO",88.885408,671942.063111,2294541.900575,672026.082312,2294512.893855,671984.072711,2294527.397215
10497,"","CARDENAS LAZARO",39.730996,671904.507271,2294554.866335,671942.063111,2294541.900575,671923.285191,2294548.383455
10498,"","PLAN DE LA NORIA",52.479053,671904.507271,2294554.866335,671887.840007,2294505.174943,671896.631679,2294529.897344
10499,"","PIEDRA BOLA",74.145205,671907.792903,2294717.929631,671910.413063,2294645.114399,671904.591253,2294681.726981
10500,"","PIEDRA BOLA",65.318338,671963.290759,2294842.172703,671939.362439,2294781.401503,671951.141575,2294811.862516
10501,"","CARRIZAL",59.526741,671912.318343,2294994.121503,671860.418055,2295022.268447,671885.528008,2295006.614224
10502,"","CARRIZAL",53.385594,671965.308039,2294989.754655,671912.318343,2294994.121503,671938.792686,2294991.133215
10503,"","TEZONTLE",44.108743,671769.497863,2294711.378207,671760.103431,2294668.281503,671764.800647,2294689.829855
10504,"","TEZONTLE",47.737113,671751.225991,2294621.540127,671760.103431,2294668.281503,671755.019850,2294644.960585
10505,"","JADE",47.619802,671703.126663,2294836.942623,671657.117063,2294849.221151,671680.121863,2294843.081887
10506,"","BRILLANTE",59.764926,671782.730119,2294767.128607,671724.448007,2294780.357023,671753.581304,2294773.707764
10507,"","BRILLANTE",302.063099,671830.781575,2294753.566623,672113.459208,2294671.937823,671967.807145,2294697.487967
10508,"","TEZONTLE",57.299212,671769.497863,2294711.378207,671782.730119,2294767.128607,671776.113991,2294739.253407
10509,"","TEZONTLE",49.612615,671810.222087,2294858.710303,671824.778119,2294906.139551,671817.500103,2294882.424927
10510,"","TEZONTLE",95.636329,671810.222087,2294858.710303,671782.730119,2294767.128607,671796.192598,2294812.996516
10511,"","SALGADO ABEL",65.895120,671896.547719,2295117.144607,671961.856647,2295108.376223,671929.206535,2295112.792195
